year,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted
2009-01-01,20,Portugal,7.19,7.081,September 2009,Portuguese Communist Party,50.91239000000001
2009-01-01,30,Portugal,7.751,37.73,September 2009,Socialist Party,292.44523
2009-01-01,60,Portugal,4.74,30.05,September 2009,Social Democratic Party,142.437
2009-01-01,50,Portugal,3.1,10.4,September 2009,Social Democratic Center-Popular Party,32.24
2011-01-01,10,Portugal,9.449,1.0290000000000001,June 2011,Ecologist Party ‘The Greens',9.723021000000001
2011-01-01,20,Portugal,5.551,5.393,June 2011,Left Bloc,29.936543
2011-01-01,20,Portugal,9.0,7.201000000000001,June 2011,Portuguese Communist Party,64.80900000000001
2011-01-01,30,Portugal,4.946000000000001,29.239,June 2011,Socialist Party,144.61609400000003
2011-01-01,60,Portugal,3.193,40.306,June 2011,Social Democratic Party,128.697058
2011-01-01,50,Portugal,5.257999999999999,12.21,June 2011,Social Democratic Center-Popular Party,64.20017999999999
2015-01-01,60,Portugal,4.945,40.034,October 2015,Portugal Ahead,197.96813
2015-01-01,10,Portugal,7.22,1.008,October 2015,Ecologist Party ‘The Greens',7.27776
2015-01-01,10,Portugal,4.121,1.443,October 2015,People-Animals-Nature,5.9466030000000005
2015-01-01,20,Portugal,6.987,10.581,October 2015,Left Bloc,73.929447
2015-01-01,20,Portugal,5.188,7.558,October 2015,Portuguese Communist Party,39.210904
2015-01-01,30,Portugal,7.635,33.568000000000005,October 2015,Socialist Party,256.29168000000004
2019-01-01,10,Portugal,7.109,1.057,October 2019,Ecologist Party ‘The Greens',7.514213
2019-01-01,10,Portugal,8.981,3.4930000000000003,October 2019,People-Animals-Nature,31.370633
2019-01-01,10,Portugal,9.524,1.1440000000000001,October 2019,Free,10.895456
2019-01-01,20,Portugal,14.055,10.009,October 2019,Left Bloc,140.676495
2019-01-01,20,Portugal,7.1770000000000005,5.2829999999999995,October 2019,Portuguese Communist Party,37.916091
2019-01-01,30,Portugal,7.725000000000001,38.195,October 2019,Socialist Party,295.05637500000006
2019-01-01,60,Portugal,8.374,29.18,October 2019,Social Democratic Party,244.35332000000002
2019-01-01,40,Portugal,1.515,1.355,October 2019,Liberal Iniciative,2.052825
2019-01-01,50,Portugal,2.764,4.439,October 2019,Social Democratic Center-Popular Party,12.269395999999999
2019-01-01,70,Portugal,0.7909999999999999,1.358,October 2019,Enough,1.074178
1949-01-01,20,Germany,14.773,5.7379999999999995,August 1949,Communist Party of Germany,84.76747399999999
1949-01-01,30,Germany,2.041,29.221999999999998,August 1949,Social Democratic Party of Germany,59.642101999999994
1949-01-01,40,Germany,0.935,11.924000000000001,August 1949,Free Democratic Party,11.148940000000001
1949-01-01,50,Germany,2.041,31.009,August 1949,Christian Democratic Union/Christian Social Union,63.289369
1949-01-01,50,Germany,0.0,3.065,August 1949,Centre Party,0.0
1949-01-01,60,Germany,11.429,3.9610000000000003,August 1949,German Party,45.270269000000006
1949-01-01,70,Germany,4.11,2.873,August 1949,Economic Reconstruction League,11.808030000000002
1949-01-01,70,Germany,5.0,1.808,August 1949,German Reich Party,9.040000000000001
1949-01-01,90,Germany,4.762,4.157,August 1949,Bavarian Party,19.795634
1949-01-01,90,Germany,5.263,0.318,August 1949,South Schleswig Voters’ Union,1.673634
1953-01-01,30,Germany,7.407,28.837,September 1953,Social Democratic Party of Germany,213.595659
1953-01-01,40,Germany,2.247,9.543,September 1953,Free Democratic Party,21.443120999999998
1953-01-01,50,Germany,2.479,45.167,September 1953,Christian Democratic Union/Christian Social Union,111.96899300000001
1953-01-01,50,Germany,10.0,0.7879999999999999,September 1953,Centre Party,7.879999999999999
1953-01-01,60,Germany,4.762,3.253,September 1953,German Party,15.490786
1953-01-01,95,Germany,6.667000000000001,5.869,September 1953,Refugee Party,39.128623000000005
1957-01-01,30,Germany,5.8820000000000014,31.752,September 1957,Social Democratic Party of Germany,186.76526400000003
1957-01-01,40,Germany,2.8989999999999996,7.715,September 1957,Free Democratic Party,22.365784999999995
1957-01-01,50,Germany,0.0,50.18600000000001,September 1957,Christian Democratic Union/Christian Social Union,0.0
1957-01-01,60,Germany,0.0,3.3680000000000003,September 1957,German Party,0.0
1961-01-01,30,Germany,4.651,36.219,September 1961,Social Democratic Party of Germany,168.454569
1961-01-01,40,Germany,0.935,12.769,September 1961,Free Democratic Party,11.939015000000001
1961-01-01,50,Germany,2.326,45.318000000000005,September 1961,Christian Democratic Union/Christian Social Union,105.40966800000001
1965-01-01,30,Germany,0.9109999999999999,39.28,September 1965,Social Democratic Party of Germany,35.784079999999996
1965-01-01,40,Germany,1.415,9.493,September 1965,Free Democratic Party,13.432595000000001
1965-01-01,50,Germany,2.4,47.59,September 1965,Christian Democratic Union/Christian Social Union,114.21600000000001
1969-01-01,30,Germany,6.087000000000001,42.667,September 1969,Social Democratic Party of Germany,259.71402900000004
1969-01-01,40,Germany,0.667,5.774,September 1969,Free Democratic Party,3.851258
1969-01-01,50,Germany,2.542,46.093,September 1969,Christian Democratic Union/Christian Social Union,117.168406
1972-01-01,30,Germany,6.111000000000001,45.85,November 1972,Social Democratic Party of Germany,280.18935000000005
1972-01-01,40,Germany,3.846,8.356,November 1972,Free Democratic Party,32.137176000000004
1972-01-01,50,Germany,5.7139999999999995,44.864,November 1972,Christian Democratic Union/Christian Social Union,256.352896
1976-01-01,30,Germany,3.465,42.565,October 1976,Social Democratic Party of Germany,147.48772499999998
1976-01-01,40,Germany,3.83,7.919,October 1976,Free Democratic Party,30.32977
1976-01-01,50,Germany,6.145,48.635,October 1976,Christian Democratic Union/Christian Social Union,298.86207499999995
1980-01-01,30,Germany,5.263,42.86,October 1980,Social Democratic Party of Germany,225.57218
1980-01-01,40,Germany,1.24,10.625,October 1980,Free Democratic Party,13.175
1980-01-01,50,Germany,4.545,44.538999999999994,October 1980,Christian Democratic Union/Christian Social Union,202.42975499999997
1983-01-01,10,Germany,6.707000000000001,5.566,March 1983,The Greens,37.331162000000006
1983-01-01,30,Germany,6.751,38.176,March 1983,Social Democratic Party of Germany,257.726176
1983-01-01,40,Germany,3.273,6.951000000000001,March 1983,Free Democratic Party,22.750623000000004
1983-01-01,50,Germany,4.38,48.788000000000004,March 1983,Christian Democratic Union/Christian Social Union,213.69144
1987-01-01,10,Germany,5.894,8.256,January 1987,The Greens,48.660864000000004
1987-01-01,30,Germany,9.253,37.039,January 1987,Social Democratic Party of Germany,342.72186700000003
1987-01-01,40,Germany,3.415,9.11,January 1987,Free Democratic Party,31.11065
1987-01-01,50,Germany,4.029,44.263999999999996,January 1987,Christian Democratic Union/Christian Social Union,178.339656
1990-01-01,10,Germany,2.083,1.203,December 1990,Greens/Alliance‘90,2.5058490000000004
1990-01-01,20,Germany,4.178,2.432,December 1990,Party of Democratic Socialism,10.160896
1990-01-01,30,Germany,5.702999999999999,33.46,December 1990,Social Democratic Party of Germany,190.82237999999998
1990-01-01,40,Germany,3.202,11.032,December 1990,Free Democratic Party,35.324464
1990-01-01,50,Germany,0.6579999999999999,43.821000000000005,December 1990,Christian Democratic Union/Christian Social Union,28.834218
1994-01-01,10,Germany,6.725000000000001,7.27,October 1994,Alliance‘90/Greens,48.890750000000004
1994-01-01,20,Germany,4.843999999999999,4.386,October 1994,Party of Democratic Socialism,21.245783999999997
1994-01-01,30,Germany,6.601,36.387,October 1994,Social Democratic Party of Germany,240.190587
1994-01-01,40,Germany,2.873,6.917000000000001,October 1994,Free Democratic Party,19.872541000000002
1994-01-01,50,Germany,1.087,41.44,October 1994,Christian Democratic Union/Christian Social Union,45.04528
1998-01-01,10,Germany,8.453,6.696000000000001,September 1998,Alliance‘90/Greens,56.601288000000004
1998-01-01,20,Germany,10.790999999999999,5.101,September 1998,Party of Democratic Socialism,55.04489099999999
1998-01-01,30,Germany,5.711,40.929,September 1998,Social Democratic Party of Germany,233.74551900000003
1998-01-01,40,Germany,3.053,6.247999999999999,September 1998,Free Democratic Party,19.075143999999998
1998-01-01,50,Germany,1.058,35.145,September 1998,Christian Democratic Union/Christian Social Union,37.18341
2002-01-01,10,Germany,7.651,8.564,September 2002,Alliance‘90/Greens,65.523164
2002-01-01,20,Germany,9.953,3.9930000000000003,September 2002,Party of Democratic Socialism,39.742329
2002-01-01,30,Germany,4.2860000000000005,38.521,September 2002,Social Democratic Party of Germany,165.101006
2002-01-01,40,Germany,2.371,7.372999999999999,September 2002,Free Democratic Party,17.481382999999997
2002-01-01,50,Germany,3.1180000000000003,38.5,September 2002,Christian Democratic Union/Christian Social Union,120.043
2005-01-01,10,Germany,12.48,8.117,September 2005,Alliance‘90/Greens,101.30016000000002
2005-01-01,20,Germany,12.565,8.709,September 2005,The Left. Party of Democratic Socialism,109.42858499999998
2005-01-01,30,Germany,11.110999999999999,34.247,September 2005,Social Democratic Party of Germany,380.51841699999994
2005-01-01,40,Germany,5.144,9.829,September 2005,Free Democratic Party,50.560376000000005
2005-01-01,50,Germany,3.475,35.17,September 2005,Christian Democratic Union/Christian Social Union,122.21575000000001
2009-01-01,10,Germany,12.069,10.706,September 2009,Alliance‘90/Greens,129.210714
2009-01-01,20,Germany,19.230999999999998,11.888,September 2009,The Left,228.61812799999998
2009-01-01,30,Germany,13.27,23.035,September 2009,Social Democratic Party of Germany,305.67445
2009-01-01,40,Germany,4.228,14.562999999999999,September 2009,Free Democratic Party,61.57236399999999
2009-01-01,50,Germany,4.935,33.8,September 2009,Christian Democratic Union/Christian Social Union,166.80299999999997
2013-01-01,10,Germany,11.325999999999999,8.444,September 2013,Alliance‘90/Greens,95.636744
2013-01-01,20,Germany,14.360999999999999,8.6,September 2013,The Left,123.50459999999998
2013-01-01,30,Germany,9.351,25.7,September 2013,Social Democratic Party of Germany,240.32070000000002
2013-01-01,40,Germany,3.6839999999999997,4.8,September 2013,Free Democratic Party,17.6832
2013-01-01,50,Germany,2.681,41.5,September 2013,Christian Democratic Union/Christian Social Union,111.2615
2013-01-01,95,Germany,9.532,2.2,September 2013,Pirates,20.9704
2013-01-01,70,Germany,8.219,4.7,September 2013,Alternative for Germany,38.6293
2017-01-01,10,Germany,13.445,8.94,September 2017,Alliance‘90/Greens,120.19829999999999
2017-01-01,20,Germany,20.284000000000002,9.238,September 2017,The Left,187.38359200000002
2017-01-01,30,Germany,9.301,20.508000000000003,September 2017,Social Democratic Party of Germany,190.74490800000004
2017-01-01,40,Germany,6.115,10.748,September 2017,Free Democratic Party,65.72402
2017-01-01,50,Germany,3.6510000000000002,32.925,September 2017,Christian Democratic Union/Christian Social Union,120.209175
2017-01-01,70,Germany,2.59,12.637,September 2017,Alternative for Germany,32.72983
1949-01-01,30,Austria,3.4,38.713,October 1949,Austrian Social Democratic Party,131.6242
1949-01-01,70,Austria,8.6,11.667,October 1949,League of Independents,100.33619999999999
1949-01-01,50,Austria,8.9,44.032,October 1949,Austrian People’s Party,391.8848
1953-01-01,30,Austria,11.5,42.108000000000004,February 1953,Austrian Social Democratic Party,484.2420000000001
1953-01-01,70,Austria,7.7,10.949000000000002,February 1953,League of Independents,84.30730000000001
1953-01-01,50,Austria,6.5,41.257,February 1953,Austrian People’s Party,268.1705
1956-01-01,30,Austria,6.9,43.045,May 1956,Austrian Social Democratic Party,297.01050000000004
1956-01-01,70,Austria,4.2,6.52,May 1956,Austrian Freedom Party,27.384
1956-01-01,50,Austria,6.3,45.957,May 1956,Austrian People’s Party,289.52909999999997
1959-01-01,30,Austria,12.0,44.786,May 1959,Austrian Social Democratic Party,537.432
1959-01-01,70,Austria,2.0,7.704,May 1959,Austrian Freedom Party,15.408
1959-01-01,50,Austria,1.3,44.192,May 1959,Austrian People’s Party,57.449600000000004
1962-01-01,30,Austria,13.6,44.0,November 1962,Austrian Social Democratic Party,598.4
1962-01-01,70,Austria,1.8,7.044,November 1962,Austrian Freedom Party,12.6792
1962-01-01,50,Austria,7.7,45.431999999999995,November 1962,Austrian People’s Party,349.8264
1966-01-01,30,Austria,4.9,42.565,March 1966,Austrian Social Democratic Party,208.5685
1966-01-01,70,Austria,6.9,5.353,March 1966,Austrian Freedom Party,36.9357
1966-01-01,50,Austria,8.800000000000002,48.349,March 1966,Austrian People’s Party,425.47120000000007
1970-01-01,30,Austria,0.0,48.42,March 1970,Austrian Social Democratic Party,0.0
1970-01-01,70,Austria,12.0,5.522,March 1970,Austrian Freedom Party,66.26400000000001
1970-01-01,50,Austria,6.600000000000001,44.693999999999996,March 1970,Austrian People’s Party,294.98040000000003
1971-01-01,30,Austria,6.100000000000001,50.037,October 1971,Austrian Social Democratic Party,305.2257000000001
1971-01-01,70,Austria,5.600000000000001,5.452999999999999,October 1971,Austrian Freedom Party,30.536800000000003
1971-01-01,50,Austria,3.8,43.114,October 1971,Austrian People’s Party,163.83319999999998
1975-01-01,30,Austria,12.0,50.422,October 1975,Austrian Social Democratic Party,605.064
1975-01-01,70,Austria,4.600000000000001,5.407,October 1975,Austrian Freedom Party,24.872200000000007
1975-01-01,50,Austria,3.5,42.946000000000005,October 1975,Austrian People’s Party,150.311
1979-01-01,30,Austria,5.4,51.028,May 1979,Austrian Social Democratic Party,275.5512
1979-01-01,70,Austria,6.9,6.063,May 1979,Austrian Freedom Party,41.8347
1979-01-01,50,Austria,5.7,41.903999999999996,May 1979,Austrian People’s Party,238.85279999999997
1983-01-01,30,Austria,7.7,47.647,April 1983,Austrian Social Democratic Party,366.8819
1983-01-01,70,Austria,3.7,4.982,April 1983,Austrian Freedom Party,18.433400000000002
1983-01-01,50,Austria,4.9,43.223,April 1983,Austrian People’s Party,211.7927
1986-01-01,10,Austria,9.2,4.823,November 1986,Green Alternative,44.3716
1986-01-01,30,Austria,6.2,43.115,November 1986,Austrian Social Democratic Party,267.31300000000005
1986-01-01,70,Austria,3.5,9.732,November 1986,Austrian Freedom Party,34.062
1986-01-01,50,Austria,5.0,41.294,November 1986,Austrian People’s Party,206.46999999999997
1990-01-01,10,Austria,6.9,4.784,October 1990,Green Alternative,33.0096
1990-01-01,30,Austria,6.9,42.781000000000006,October 1990,Austrian Social Democratic Party,295.18890000000005
1990-01-01,70,Austria,1.3,16.635,October 1990,Austrian Freedom Party,21.625500000000002
1990-01-01,50,Austria,3.1,32.064,October 1990,Austrian People’s Party,99.39840000000001
1994-01-01,10,Austria,0.387,7.307,October 1994,The Greens,2.8278090000000002
1994-01-01,30,Austria,6.601,34.918,October 1994,Austrian Social Democratic Party,230.493718
1994-01-01,70,Austria,3.287,22.497,October 1994,Austrian Freedom Party,73.947639
1994-01-01,40,Austria,10.667,5.97,October 1994,Liberal Forum,63.68199
1994-01-01,50,Austria,1.1840000000000002,27.666999999999998,October 1994,Austrian People’s Party,32.757728
1995-01-01,10,Austria,11.966,4.815,December 1995,The Greens,57.61629
1995-01-01,30,Austria,17.761,38.059,December 1995,Austrian Social Democratic Party,675.9658989999999
1995-01-01,70,Austria,6.04,21.885,December 1995,Freedom Movement,132.18540000000002
1995-01-01,40,Austria,14.706,5.513,December 1995,Liberal Forum,81.07417799999999
1995-01-01,50,Austria,0.833,28.291,December 1995,Austrian People’s Party,23.566402999999998
1999-01-01,10,Austria,20.204,7.4,October 1999,The Greens,149.5096
1999-01-01,30,Austria,11.123,33.2,October 1999,Austrian Social Democratic Party,369.28360000000004
1999-01-01,70,Austria,1.8030000000000002,26.91,October 1999,Austrian Freedom Party,48.518730000000005
1999-01-01,50,Austria,4.05,26.91,October 1999,Austrian People’s Party,108.9855
2002-01-01,10,Austria,14.599,9.47,November 2002,The Greens,138.25253
2002-01-01,20,Austria,4.608000000000001,0.562,November 2002,Austrian Communist Party,2.589696000000001
2002-01-01,30,Austria,11.468,36.51,November 2002,Austrian Social Democratic Party,418.69667999999996
2002-01-01,70,Austria,6.672000000000001,10.01,November 2002,Austrian Freedom Party,66.78672
2002-01-01,50,Austria,4.711,42.3,November 2002,Austrian People’s Party,199.2753
2006-01-01,10,Austria,11.977,11.05,October 2006,The Greens,132.34585
2006-01-01,30,Austria,14.424000000000001,35.34,October 2006,Austrian Social Democratic Party,509.7441600000001
2006-01-01,70,Austria,4.308,11.04,October 2006,Austrian Freedom Party,47.56032
2006-01-01,50,Austria,9.854,34.33,October 2006,Austrian People’s Party,338.28781999999995
2006-01-01,70,Austria,5.556,4.11,October 2006,Alliance for the Future of Austria,22.835160000000002
2008-01-01,10,Austria,18.364,10.43,September 2008,The Greens,191.53652
2008-01-01,20,Austria,27.826,0.76,September 2008,Austrian Communist Party,21.14776
2008-01-01,30,Austria,16.625,29.26,September 2008,Austrian Social Democratic Party,486.44750000000005
2008-01-01,70,Austria,10.823,17.54,September 2008,Austrian Freedom Party,189.83542
2008-01-01,50,Austria,14.262,25.98,September 2008,Austrian People’s Party,370.52676
2008-01-01,70,Austria,17.733,10.7,September 2008,Alliance for the Future of Austria,189.7431
2013-01-01,10,Austria,11.311,12.415999999999999,September 2013,The Greens,140.43737599999997
2013-01-01,30,Austria,12.276,26.819000000000003,September 2013,Austrian Social Democratic Party,329.230044
2013-01-01,70,Austria,6.087000000000001,20.506,September 2013,Austrian Freedom Party,124.82002200000001
2013-01-01,40,Austria,6.36,4.9639999999999995,September 2013,The New Austria,31.57104
2013-01-01,50,Austria,5.938,23.991,September 2013,Austrian People’s Party,142.45855799999998
2013-01-01,95,Austria,5.178,5.725000000000001,September 2013,Team Stronach for Austria,29.644050000000007
